Zone_ID,Image_Source_ID,Image_Type,NDVI,NDRE,RGB_Damage_Score,UAV_Timestamp,N,P,K,Moisture,pH,Temperature,Humidity,NDI_Label,PDI_Label,Semantic_Tag,Action_Suggested,Energy_Consumed_mAh,Latency_ms,Current_Node,Migrated_To,Migration_Required,Migration_Timestamp
Z4,IMG_Z4_202510210530.jpg,RGB,,,0.46,10/21/2025 5:30,65,19,50,18.25,5.83,29.72,55.38,High,Medium,"Healthy, Pest-risk",Apply Fertilizer,7.89,12.34,Edge-Node-A,Edge-Node-A,No,
Z6,IMG_Z6_202509241950.jpg,Multispectral,0.47,0.55,,9/24/2025 19:50,37,25,49,10.07,6.85,41.29,65.63,Medium,Medium,"Healthy, P-deficiency",Monitor,6.17,28.03,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202507272345.jpg,RGB,,,0.31,7/27/2025 23:45,40,36,59,13.01,6.93,37.55,85.64,High,Medium,"Pest-risk, Healthy",Monitor,6.14,99.33,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202505310400.jpg,Multispectral,0.86,0.33,,5/31/2025 4:00,72,37,72,25.89,6.2,21.99,43.04,High,Low,"K-deficiency, P-deficiency",Monitor,4.1,10.63,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202505041630.jpg,Multispectral,0.47,0.39,,05/04/2025 16:30,40,23,49,19.42,7.16,29.73,31.29,High,High,"Pest-risk, P-deficiency",Apply Pesticide,7.95,81.09,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202504230600.jpg,Multispectral,0.33,0.58,,4/23/2025 6:00,64,24,94,11.78,6.39,41.21,57.85,Medium,Low,"Pest-risk, K-deficiency",Irrigate,5.92,78.12,Cloud-Node-2,Cloud-Node-2,No,
Z7,IMG_Z7_202508160330.jpg,Multispectral,0.58,0.49,,8/16/2025 3:30,60,16,30,24.51,7.62,21.35,52.89,High,Medium,"Pest-risk, P-deficiency",Monitor,4.91,98.42,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202510062215.jpg,Multispectral,0.56,0.4,,10/06/2025 22:15,15,38,47,21.99,5.77,39.86,71.85,Medium,Low,"P-deficiency, Pest-risk",Monitor,6.23,38.83,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202508132300.jpg,RGB,,,0.29,8/13/2025 23:00,54,35,86,11.9,6.37,21.8,85.4,Medium,Low,"K-deficiency, N-deficiency",Apply Fertilizer,3.72,94.75,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202504152235.jpg,Multispectral,0.62,0.26,,4/15/2025 22:35,31,37,60,19.01,5.92,18.83,78.08,Medium,Low,"Healthy, Pest-risk",Apply Pesticide,5.56,40.72,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202506192315.jpg,RGB,,,0.35,6/19/2025 23:15,35,41,90,18.61,5.82,19.56,61.49,Low,Low,"N-deficiency, P-deficiency",Monitor,9.02,60.6,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202504020730.jpg,RGB,,,0.58,04/02/2025 7:30,22,27,61,11.85,7.29,31.15,29.16,Medium,Medium,"P-deficiency, K-deficiency",Apply Fertilizer,4.69,34.9,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202505051845.jpg,RGB,,,0.48,05/05/2025 18:45,36,33,36,25.44,6.03,23.84,34.49,Medium,Low,"N-deficiency, Healthy",Apply Fertilizer,1.91,22.76,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202506050100.jpg,Multispectral,0.61,0.52,,06/05/2025 1:00,66,30,42,23.64,6.59,18.69,89.65,Low,Medium,"N-deficiency, Healthy",Apply Pesticide,7.0,27.04,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202510202350.jpg,RGB,,,0.97,10/20/2025 23:50,21,18,80,35.17,6.1,41.58,48.13,Medium,High,"Healthy, P-deficiency",Monitor,7.19,64.83,Cloud-Node-1,Edge-Node-A,Yes,10/20/2025 23:51
Z8,IMG_Z8_202509230345.jpg,RGB,,,0.81,9/23/2025 3:45,35,31,36,25.21,7.96,40.13,30.6,Medium,Medium,"Pest-risk, P-deficiency",Irrigate,7.59,74.15,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202506072115.jpg,RGB,,,0.33,06/07/2025 21:15,49,18,93,12.74,6.67,41.38,25.4,Medium,Medium,"Healthy, N-deficiency",Apply Fertilizer,8.01,15.98,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202504072220.jpg,Multispectral,0.69,0.4,,04/07/2025 22:20,52,21,44,23.67,7.46,37.37,77.55,Medium,Medium,"P-deficiency, Healthy",Apply Pesticide,8.27,85.96,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202509261020.jpg,RGB,,,0.47,9/26/2025 10:20,58,39,45,34.18,7.29,29.54,51.02,Low,Low,"Healthy, N-deficiency",Irrigate,1.22,18.41,Cloud-Node-2,Cloud-Node-2,No,
Z10,IMG_Z10_202506100110.jpg,RGB,,,0.76,06/10/2025 1:10,57,31,31,9.04,7.36,27.39,92.32,High,Medium,"Healthy, Pest-risk",Monitor,6.68,55.24,Cloud-Node-1,Cloud-Node-1,No,
Z7,IMG_Z7_202510111520.jpg,Multispectral,0.85,0.53,,10/11/2025 15:20,46,17,50,36.18,6.07,19.25,53.44,Medium,Low,"N-deficiency, N-deficiency",Irrigate,4.12,60.87,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202507180530.jpg,RGB,,,0.01,7/18/2025 5:30,28,19,68,30.51,5.96,40.54,94.61,Medium,Medium,"Pest-risk, K-deficiency",Irrigate,1.17,40.17,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202506231520.jpg,Multispectral,0.42,0.29,,6/23/2025 15:20,28,23,54,18.48,7.31,28.3,85.1,Medium,High,"N-deficiency, N-deficiency",Apply Fertilizer,3.78,56.6,Edge-Node-B,Edge-Node-B,No,
Z1,IMG_Z1_202510232125.jpg,Multispectral,0.3,0.14,,10/23/2025 21:25,49,16,94,23.06,5.85,35.33,82.64,Low,Medium,"Healthy, K-deficiency",Apply Pesticide,6.66,58.26,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202506170815.jpg,Multispectral,0.64,0.19,,6/17/2025 8:15,36,31,34,27.95,6.36,22.54,80.47,Medium,Low,"K-deficiency, P-deficiency",Apply Fertilizer,4.99,91.16,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202507070440.jpg,Multispectral,0.47,0.53,,07/07/2025 4:40,70,5,82,36.11,7.24,39.16,35.93,Medium,High,"P-deficiency, P-deficiency",Irrigate,2.94,26.16,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202510220445.jpg,RGB,,,0.63,10/22/2025 4:45,29,39,84,24.61,7.88,41.58,67.71,Low,Low,"Healthy, Healthy",Monitor,6.78,29.92,Edge-Node-A,Edge-Node-A,No,
Z2,IMG_Z2_202504160425.jpg,RGB,,,0.75,4/16/2025 4:25,35,27,75,19.16,6.64,40.02,34.86,Medium,High,"Healthy, Healthy",Irrigate,3.77,82.87,Cloud-Node-2,Cloud-Node-2,No,
Z1,IMG_Z1_202506120730.jpg,Multispectral,0.34,0.28,,06/12/2025 7:30,26,28,23,13.3,5.68,39.03,85.57,Medium,High,"N-deficiency, Pest-risk",Irrigate,3.59,91.6,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202507072025.jpg,Multispectral,0.71,0.6,,07/07/2025 20:25,50,27,46,24.81,7.49,26.49,65.34,Medium,High,"Healthy, Pest-risk",Monitor,4.6,36.82,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202509280115.jpg,RGB,,,0.46,9/28/2025 1:15,74,37,53,8.28,6.29,19.73,92.05,Low,Low,"K-deficiency, K-deficiency",Irrigate,7.7,51.42,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202508251405.jpg,Multispectral,0.59,0.16,,8/25/2025 14:05,39,41,94,36.71,5.9,30.23,36.6,Medium,Low,"N-deficiency, N-deficiency",Apply Pesticide,2.19,64.96,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202509182255.jpg,Multispectral,0.38,0.49,,9/18/2025 22:55,41,12,44,26.66,5.83,36.07,44.83,High,Medium,"K-deficiency, N-deficiency",Irrigate,5.73,44.15,Edge-Node-B,Edge-Node-B,No,
Z3,IMG_Z3_202506171800.jpg,Multispectral,0.54,0.17,,6/17/2025 18:00,65,23,63,9.48,7.35,38.4,54.58,Medium,Low,"K-deficiency, K-deficiency",Apply Fertilizer,1.75,45.01,Cloud-Node-1,Cloud-Node-1,No,
Z6,IMG_Z6_202505071320.jpg,Multispectral,0.56,0.4,,05/07/2025 13:20,55,26,83,10.84,5.95,35.36,73.56,High,Low,"Pest-risk, P-deficiency",Apply Fertilizer,6.9,74.59,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202504020340.jpg,Multispectral,0.39,0.28,,04/02/2025 3:40,56,41,37,26.54,5.0,25.36,33.67,High,Medium,"Healthy, Healthy",Monitor,2.84,15.17,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202507090410.jpg,RGB,,,0.21,07/09/2025 4:10,74,44,23,32.34,5.69,29.44,37.37,High,Low,"K-deficiency, Healthy",Monitor,8.41,80.03,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202509221115.jpg,RGB,,,0.71,9/22/2025 11:15,47,25,50,35.62,7.96,20.98,57.3,Medium,Low,"P-deficiency, N-deficiency",Apply Fertilizer,9.59,34.11,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202506291740.jpg,Multispectral,0.59,0.15,,6/29/2025 17:40,61,19,33,27.15,5.82,32.53,91.63,Low,Medium,"N-deficiency, Pest-risk",Irrigate,9.09,15.64,Cloud-Node-2,Cloud-Node-2,No,
Z3,IMG_Z3_202504050055.jpg,Multispectral,0.42,0.24,,04/05/2025 0:55,51,26,82,14.86,5.28,35.55,52.06,Medium,Medium,"K-deficiency, P-deficiency",Monitor,2.41,39.93,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202504250735.jpg,Multispectral,0.86,0.16,,4/25/2025 7:35,74,34,24,24.46,6.6,38.81,51.59,Medium,Low,"N-deficiency, Pest-risk",Apply Pesticide,8.63,66.99,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202506130645.jpg,Multispectral,0.58,0.48,,6/13/2025 6:45,63,5,41,27.89,6.17,18.2,52.03,Low,Medium,"N-deficiency, Pest-risk",Apply Fertilizer,7.51,93.86,Cloud-Node-2,Edge-Node-B,Yes,6/13/2025 6:46
Z10,IMG_Z10_202507030605.jpg,RGB,,,0.06,07/03/2025 6:05,35,11,80,33.12,5.76,33.12,54.91,Medium,High,"Healthy, N-deficiency",Apply Fertilizer,5.59,88.18,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202507171735.jpg,Multispectral,0.81,0.52,,7/17/2025 17:35,60,44,87,22.29,5.27,27.96,47.58,High,Low,"Healthy, Pest-risk",Irrigate,1.55,74.3,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202506211725.jpg,RGB,,,0.76,6/21/2025 17:25,34,8,86,27.37,7.33,32.85,92.81,High,Low,"P-deficiency, P-deficiency",Monitor,1.09,94.4,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202506212230.jpg,Multispectral,0.47,0.29,,6/21/2025 22:30,23,8,44,8.9,5.54,23.33,81.91,Medium,Medium,"Healthy, K-deficiency",Irrigate,7.25,83.99,Cloud-Node-2,Cloud-Node-2,No,
Z3,IMG_Z3_202506281125.jpg,Multispectral,0.45,0.52,,6/28/2025 11:25,69,37,50,29.4,5.7,28.9,60.37,Medium,Low,"N-deficiency, N-deficiency",Apply Pesticide,4.31,69.97,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202504261340.jpg,Multispectral,0.41,0.34,,4/26/2025 13:40,27,37,49,31.18,6.17,39.54,84.27,High,Low,"Healthy, Pest-risk",Apply Pesticide,5.39,36.35,Edge-Node-A,Edge-Node-A,No,
Z4,IMG_Z4_202509191815.jpg,Multispectral,0.78,0.29,,9/19/2025 18:15,56,20,32,34.68,5.97,39.54,31.79,High,Medium,"P-deficiency, N-deficiency",Apply Pesticide,6.95,99.84,Cloud-Node-2,Cloud-Node-2,No,
Z3,IMG_Z3_202509251740.jpg,RGB,,,0.53,9/25/2025 17:40,61,34,61,9.25,5.04,41.34,76.68,Medium,Low,"P-deficiency, Healthy",Irrigate,9.22,27.86,Edge-Node-B,Edge-Node-B,No,
Z6,IMG_Z6_202506281650.jpg,Multispectral,0.31,0.27,,6/28/2025 16:50,28,25,24,18.19,7.3,28.48,79.84,Medium,Low,"Pest-risk, Pest-risk",Apply Pesticide,4.47,62.23,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202505172355.jpg,RGB,,,0.25,5/17/2025 23:55,43,28,54,9.74,7.32,34.37,36.9,Medium,Low,"Healthy, P-deficiency",Irrigate,5.46,72.37,Edge-Node-A,Edge-Node-A,No,
Z6,IMG_Z6_202508011005.jpg,RGB,,,0.12,08/01/2025 10:05,44,42,88,26.21,5.42,18.75,34.59,Medium,Medium,"K-deficiency, K-deficiency",Monitor,7.2,77.76,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202509300310.jpg,RGB,,,0.48,9/30/2025 3:10,24,17,78,13.29,5.84,40.42,88.6,Low,Medium,"K-deficiency, Pest-risk",Monitor,3.29,30.16,Cloud-Node-2,Cloud-Node-2,No,
Z10,IMG_Z10_202504171140.jpg,RGB,,,0.78,4/17/2025 11:40,46,31,40,22.67,6.35,28.26,72.5,Medium,Low,"P-deficiency, P-deficiency",Monitor,2.55,37.7,Edge-Node-B,Edge-Node-B,No,
Z7,IMG_Z7_202504110925.jpg,Multispectral,0.27,0.54,,04/11/2025 9:25,16,15,56,26.28,5.75,39.56,75.06,Medium,Low,"Healthy, Healthy",Irrigate,5.31,25.56,Edge-Node-B,Edge-Node-B,No,
Z8,IMG_Z8_202508021845.jpg,RGB,,,0.06,08/02/2025 18:45,53,12,44,24.17,7.96,31.82,39.69,Medium,Low,"P-deficiency, Pest-risk",Apply Pesticide,3.95,56.74,Cloud-Node-1,Cloud-Node-1,No,
Z9,IMG_Z9_202507312005.jpg,RGB,,,0.41,7/31/2025 20:05,71,14,42,25.7,6.48,22.11,57.23,High,Low,"N-deficiency, K-deficiency",Apply Pesticide,6.53,72.38,Edge-Node-A,Edge-Node-A,No,
Z7,IMG_Z7_202505241855.jpg,RGB,,,0.02,5/24/2025 18:55,16,7,56,37.8,7.65,20.69,27.11,Low,Low,"N-deficiency, K-deficiency",Apply Fertilizer,2.13,19.43,Edge-Node-A,Edge-Node-A,No,
Z6,IMG_Z6_202508120115.jpg,RGB,,,0.49,08/12/2025 1:15,17,37,72,22.43,6.31,25.01,49.93,High,High,"K-deficiency, P-deficiency",Irrigate,8.12,23.66,Edge-Node-B,Edge-Node-B,No,
Z10,IMG_Z10_202509121250.jpg,Multispectral,0.86,0.43,,09/12/2025 12:50,15,15,54,9.54,7.64,25.84,90.29,Medium,Low,"K-deficiency, Healthy",Monitor,3.58,49.79,Cloud-Node-2,Edge-Node-A,Yes,09/12/2025 12:50
Z9,IMG_Z9_202510050735.jpg,RGB,,,0.79,10/05/2025 7:35,53,7,87,13.84,7.08,29.91,26.71,High,Medium,"Pest-risk, N-deficiency",Apply Fertilizer,6.56,67.39,Edge-Node-A,Edge-Node-A,No,
Z7,IMG_Z7_202508252045.jpg,RGB,,,0.45,8/25/2025 20:45,43,21,54,33.73,7.76,37.59,60.27,High,Low,"P-deficiency, K-deficiency",Irrigate,9.88,29.99,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202508110805.jpg,RGB,,,0.5,08/11/2025 8:05,41,10,71,19.85,6.28,19.05,93.79,High,Low,"K-deficiency, P-deficiency",Apply Pesticide,7.08,52.06,Cloud-Node-1,Cloud-Node-1,No,
Z5,IMG_Z5_202507100320.jpg,Multispectral,0.64,0.56,,07/10/2025 3:20,58,20,49,31.22,6.17,19.03,91.74,Low,High,"P-deficiency, Pest-risk",Apply Pesticide,4.55,88.85,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202504091855.jpg,RGB,,,0.82,04/09/2025 18:55,61,29,77,30.03,7.4,35.06,28.4,Medium,Low,"K-deficiency, P-deficiency",Apply Fertilizer,2.05,40.87,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202510151930.jpg,RGB,,,0.48,10/15/2025 19:30,16,41,94,8.03,7.1,18.58,71.09,Medium,High,"N-deficiency, K-deficiency",Apply Pesticide,8.62,56.29,Cloud-Node-2,Cloud-Node-2,No,
Z8,IMG_Z8_202505072055.jpg,Multispectral,0.86,0.25,,05/07/2025 20:55,58,43,27,28.64,7.36,21.06,62.55,Low,Medium,"P-deficiency, N-deficiency",Apply Fertilizer,3.35,83.13,Cloud-Node-1,Cloud-Node-1,No,
Z1,IMG_Z1_202505010425.jpg,Multispectral,0.88,0.23,,05/01/2025 4:25,19,44,67,17.2,7.72,40.21,50.57,Low,Low,"Pest-risk, K-deficiency",Apply Pesticide,2.07,66.78,Edge-Node-B,Cloud-Node-2,Yes,05/01/2025 4:26
Z1,IMG_Z1_202505092350.jpg,Multispectral,0.73,0.41,,05/09/2025 23:50,49,25,73,29.93,6.15,22.82,33.64,Medium,Low,"Healthy, Healthy",Apply Fertilizer,4.99,17.21,Cloud-Node-2,Cloud-Node-2,No,
Z8,IMG_Z8_202510091910.jpg,Multispectral,0.85,0.23,,10/09/2025 19:10,35,40,44,37.45,6.03,39.3,82.39,Medium,Medium,"N-deficiency, Healthy",Apply Fertilizer,9.44,50.45,Edge-Node-A,Edge-Node-A,No,
Z3,IMG_Z3_202509220350.jpg,RGB,,,0.49,9/22/2025 3:50,48,11,79,8.93,5.19,32.87,56.05,Medium,Medium,"P-deficiency, P-deficiency",Apply Fertilizer,8.34,87.65,Edge-Node-B,Cloud-Node-1,Yes,9/22/2025 3:51
Z5,IMG_Z5_202509081625.jpg,RGB,,,0.09,09/08/2025 16:25,29,28,94,19.1,7.26,31.52,73.53,Medium,Medium,"Pest-risk, P-deficiency",Irrigate,8.77,75.09,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202510151200.jpg,RGB,,,0.48,10/15/2025 12:00,71,21,31,27.2,5.54,38.09,25.77,High,Low,"Pest-risk, K-deficiency",Apply Fertilizer,6.78,39.23,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202507150750.jpg,RGB,,,0.49,7/15/2025 7:50,56,38,67,30.0,5.05,31.5,30.82,Low,Low,"P-deficiency, Healthy",Apply Pesticide,4.36,25.85,Edge-Node-B,Edge-Node-B,No,
Z3,IMG_Z3_202507121845.jpg,Multispectral,0.62,0.44,,07/12/2025 18:45,28,31,58,12.5,6.72,37.42,68.55,Medium,Low,"P-deficiency, K-deficiency",Apply Fertilizer,8.9,75.78,Edge-Node-B,Edge-Node-B,No,
Z9,IMG_Z9_202508050530.jpg,RGB,,,0.92,08/05/2025 5:30,63,12,38,26.99,6.95,41.79,85.97,High,Medium,"Pest-risk, Healthy",Apply Pesticide,1.05,42.12,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202504200715.jpg,Multispectral,0.34,0.5,,4/20/2025 7:15,23,24,56,12.03,5.89,21.23,31.88,Medium,High,"Pest-risk, Pest-risk",Monitor,8.99,97.81,Edge-Node-B,Edge-Node-B,No,
Z2,IMG_Z2_202504122010.jpg,Multispectral,0.43,0.41,,04/12/2025 20:10,28,28,71,13.56,6.45,18.34,56.78,Medium,Low,"Pest-risk, N-deficiency",Apply Fertilizer,2.95,64.84,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202510222105.jpg,RGB,,,0.6,10/22/2025 21:05,39,26,53,13.78,6.5,40.67,33.21,Medium,Low,"N-deficiency, N-deficiency",Apply Fertilizer,4.11,88.2,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202507060040.jpg,RGB,,,0.04,07/06/2025 0:40,35,11,39,15.95,7.0,22.3,51.91,Medium,Low,"Healthy, Pest-risk",Apply Pesticide,7.03,24.28,Cloud-Node-1,Cloud-Node-1,No,
Z7,IMG_Z7_202504220700.jpg,RGB,,,0.45,4/22/2025 7:00,63,16,32,8.91,7.65,38.41,37.11,High,Medium,"P-deficiency, N-deficiency",Monitor,1.71,14.09,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202506012320.jpg,RGB,,,0.23,06/01/2025 23:20,44,25,84,9.31,5.88,29.14,53.68,Medium,High,"Pest-risk, P-deficiency",Irrigate,3.17,22.37,Cloud-Node-1,Cloud-Node-1,No,
Z10,IMG_Z10_202508080300.jpg,RGB,,,0.93,08/08/2025 3:00,55,41,83,22.0,5.7,26.28,47.74,High,Medium,"Pest-risk, Pest-risk",Monitor,4.9,21.55,Cloud-Node-2,Cloud-Node-2,No,
Z3,IMG_Z3_202504141405.jpg,Multispectral,0.84,0.49,,4/14/2025 14:05,43,44,21,14.7,7.06,20.22,37.28,Medium,Low,"Healthy, P-deficiency",Irrigate,4.47,10.97,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202504270430.jpg,RGB,,,0.49,4/27/2025 4:30,63,36,51,19.06,7.18,23.32,82.03,Low,Low,"Pest-risk, Healthy",Monitor,5.35,53.52,Cloud-Node-1,Cloud-Node-1,No,
Z8,IMG_Z8_202504140135.jpg,RGB,,,0.79,4/14/2025 1:35,41,8,75,22.28,6.62,39.9,82.9,High,Medium,"Pest-risk, Healthy",Apply Fertilizer,2.58,35.03,Edge-Node-B,Edge-Node-B,No,
Z4,IMG_Z4_202506170355.jpg,Multispectral,0.58,0.58,,6/17/2025 3:55,69,36,69,28.22,6.39,37.78,45.7,Medium,Low,"N-deficiency, K-deficiency",Apply Fertilizer,4.48,68.26,Edge-Node-A,Edge-Node-A,No,
Z1,IMG_Z1_202505240810.jpg,RGB,,,0.57,5/24/2025 8:10,40,22,53,33.65,7.98,34.64,70.35,Medium,High,"Healthy, N-deficiency",Apply Fertilizer,4.41,58.24,Edge-Node-A,Cloud-Node-1,Yes,5/24/2025 8:10
Z9,IMG_Z9_202504161215.jpg,RGB,,,0.88,4/16/2025 12:15,18,15,32,9.68,6.41,25.76,79.7,Medium,Low,"K-deficiency, Healthy",Monitor,4.72,20.85,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202508141345.jpg,RGB,,,0.37,8/14/2025 13:45,36,35,47,32.8,7.43,18.25,25.58,High,High,"Healthy, K-deficiency",Irrigate,1.45,87.35,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202507300955.jpg,RGB,,,0.6,7/30/2025 9:55,42,33,72,26.33,7.03,40.41,79.03,High,Low,"K-deficiency, Pest-risk",Apply Fertilizer,8.73,57.58,Edge-Node-A,Edge-Node-A,No,
Z6,IMG_Z6_202505131330.jpg,RGB,,,0.97,5/13/2025 13:30,31,32,40,12.75,5.37,27.95,53.29,Medium,Low,"N-deficiency, P-deficiency",Apply Fertilizer,5.81,68.97,Edge-Node-B,Edge-Node-B,No,
Z5,IMG_Z5_202508010600.jpg,RGB,,,0.51,08/01/2025 6:00,46,12,85,15.09,6.17,31.44,58.42,Medium,Low,"K-deficiency, P-deficiency",Irrigate,6.25,57.65,Cloud-Node-1,Cloud-Node-1,No,
Z4,IMG_Z4_202506071410.jpg,RGB,,,0.41,06/07/2025 14:10,31,6,53,27.06,7.47,20.59,92.93,Low,Low,"Pest-risk, Healthy",Irrigate,9.79,92.65,Cloud-Node-2,Cloud-Node-2,No,
Z6,IMG_Z6_202506201430.jpg,RGB,,,0.72,6/20/2025 14:30,26,13,73,36.13,6.62,19.71,68.4,Low,Low,"Pest-risk, N-deficiency",Irrigate,5.07,65.94,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202504122015.jpg,Multispectral,0.47,0.22,,04/12/2025 20:15,58,33,37,31.3,5.05,31.94,28.97,Medium,Low,"N-deficiency, Healthy",Apply Fertilizer,5.21,54.83,Cloud-Node-2,Cloud-Node-2,No,
Z4,IMG_Z4_202504190820.jpg,RGB,,,0.01,4/19/2025 8:20,21,26,53,15.96,6.15,21.8,30.81,Medium,Low,"N-deficiency, Pest-risk",Irrigate,4.55,18.69,Cloud-Node-1,Edge-Node-A,Yes,4/19/2025 8:20
Z6,IMG_Z6_202509171440.jpg,RGB,,,0.24,9/17/2025 14:40,66,41,20,33.39,5.29,40.79,45.52,Medium,Low,"Pest-risk, P-deficiency",Monitor,6.13,65.93,Cloud-Node-1,Cloud-Node-1,No,
Z7,IMG_Z7_202509091035.jpg,RGB,,,0.32,09/09/2025 10:35,60,30,52,24.38,6.68,30.46,89.41,Medium,Low,"P-deficiency, K-deficiency",Apply Pesticide,2.94,87.9,Cloud-Node-2,Edge-Node-A,Yes,09/09/2025 10:36
Z1,IMG_Z1_202506022120.jpg,Multispectral,0.47,0.15,,06/02/2025 21:20,28,23,46,21.01,6.23,28.89,43.74,Medium,Low,"Healthy, Pest-risk",Apply Fertilizer,4.36,25.08,Edge-Node-A,Edge-Node-A,No,
Z5,IMG_Z5_202508020340.jpg,Multispectral,0.57,0.37,,08/02/2025 3:40,30,34,70,34.89,6.6,29.66,74.49,Low,Low,"Healthy, Healthy",Irrigate,4.05,67.9,Edge-Node-A,Edge-Node-A,No,
Z10,IMG_Z10_202510190600.jpg,Multispectral,0.59,0.38,,10/19/2025 6:00,36,38,81,24.66,6.21,29.32,30.21,Medium,Medium,"Healthy, P-deficiency",Irrigate,1.94,22.85,Edge-Node-B,Edge-Node-A,Yes,10/19/2025 6:00
Z2,IMG_Z2_202505090235.jpg,Multispectral,0.45,0.33,,05/09/2025 2:35,52,24,94,16.27,5.6,40.48,62.49,High,Medium,"Pest-risk, N-deficiency",Irrigate,1.48,86.83,Cloud-Node-1,Cloud-Node-1,No,
Z3,IMG_Z3_202510122205.jpg,Multispectral,0.67,0.58,,10/12/2025 22:05,67,26,58,12.26,5.32,39.54,44.9,High,Low,"P-deficiency, Healthy",Apply Fertilizer,3.85,83.17,Cloud-Node-2,Cloud-Node-2,No,
Z8,IMG_Z8_202504080435.jpg,Multispectral,0.6,0.23,,04/08/2025 4:35,41,13,92,30.36,5.13,22.08,72.18,High,High,"K-deficiency, P-deficiency",Apply Pesticide,6.49,14.72,Edge-Node-A,Edge-Node-A,No,
Z9,IMG_Z9_202508061205.jpg,Multispectral,0.77,0.41,,08/06/2025 12:05,22,6,40,31.37,6.28,29.33,62.46,High,Low,"P-deficiency, P-deficiency",Apply Pesticide,4.96,54.47,Edge-Node-B,Edge-Node-B,No,
Z3,IMG_Z3_202505210850.jpg,Multispectral,0.75,0.38,,5/21/2025 8:50,70,44,27,18.81,7.28,41.94,29.77,Medium,Low,"Healthy, Healthy",Irrigate,4.18,15.08,Edge-Node-A,Edge-Node-A,No,
Z7,IMG_Z7_202505300345.jpg,RGB,,,0.67,5/30/2025 3:45,47,5,53,24.14,5.4,23.86,63.95,Medium,Low,"Healthy, N-deficiency",Apply Pesticide,3.16,31.39,Edge-Node-A,Edge-Node-A,No,
Z1,IMG_Z1_202506111835.jpg,Multispectral,0.71,0.56,,06/11/2025 18:35,23,29,76,21.99,7.58,37.21,64.39,Low,Low,"Pest-risk, Healthy",Apply Fertilizer,6.44,80.06,Edge-Node-A,Edge-Node-A,No,
